item_id,genres,title,texto
48220,"rpg, strategy",Might &Amp; Magic: Heroes Vi,"rpg, strategy Might &amp; Magic: Heroes VI"
48700,"action, rpg",Mount &Amp; Blade: Warband,"action, rpg Mount &amp; Blade: Warband"
48705,"action, rpg",Mount &Amp; Blade: Warband - Napoleonic Wars,"action, rpg Mount &amp; Blade: Warband - Napoleonic Wars"
48720,"action, rpg",Mount &Amp; Blade: With Fire &Amp; Sword,"action, rpg Mount &amp; Blade: With Fire &amp; Sword"
48800,simulation,Ship Simulator Extremes,simulation Ship Simulator Extremes
48950,strategy,Greed Corp,strategy Greed Corp
49470,strategy,Magic: The Gathering - Duels Of The Planeswalkers 2012,strategy Magic: The Gathering - Duels of the Planeswalkers 2012
49520,"action, rpg",Borderlands 2,"action, rpg Borderlands 2"
49600,"action, casual, indie",Beat Hazard,"action, casual, indie Beat Hazard"
50130,action,Mafia Ii,action Mafia II
50300,"action, adventure",Spec Ops: The Line,"action, adventure Spec Ops: The Line"
50510,action,Burn Zombie Burn!,action Burn Zombie Burn!
50620,"action, adventure",Darksiders™,"action, adventure Darksiders™"
55040,"indie, strategy",Atom Zombie Smasher,"indie, strategy Atom Zombie Smasher"
55100,action,Homefront,action Homefront
55110,action,Red Faction®: Armageddon™,action Red Faction®: Armageddon™
55140,racing,Mx Vs. Atv Reflex,racing MX vs. ATV Reflex
55150,action,"Warhammer 40,000: Space Marine","action Warhammer 40,000: Space Marine"
55230,action,Saints Row: The Third,action Saints Row: The Third
55475,action,"Warhammer 40,000: Space Marine - Iron Hands Chapter Pack Dlc","action Warhammer 40,000: Space Marine - Iron Hands Chapter Pack DLC"
57000,"action, adventure",Nyxquest: Kindred Spirits,"action, adventure NyxQuest: Kindred Spirits"
57300,"action, adventure, indie",Amnesia: The Dark Descent,"action, adventure, indie Amnesia: The Dark Descent"
57600,"strategy, simulation",Tropico 3: Absolute Power,"strategy, simulation Tropico 3: Absolute Power"
57640,adventure,Broken Sword: Director'S Cut,adventure Broken Sword: Director's Cut
57690,"simulation, strategy",Tropico 4,"simulation, strategy Tropico 4"
57740,"rpg, simulation, strategy",Jagged Alliance - Back In Action,"rpg, simulation, strategy Jagged Alliance - Back in Action"
57900,action,Duke Nukem Forever,action Duke Nukem Forever
58610,strategy,Wargame: European Escalation,strategy Wargame: European Escalation
60800,rpg,Numen: Contest Of Heroes,rpg Numen: Contest of Heroes
61310,"indie, casual",Fractal: Make Blooms Not War,"indie, casual Fractal: Make Blooms Not War"
61600,"indie, casual",Zen Bound 2,"indie, casual Zen Bound 2"
61730,"action, indie, casual",Critter Crunch,"action, indie, casual Critter Crunch"
62100,casual,Chime,casual Chime
63380,action,Sniper Elite V2,action Sniper Elite V2
63500,"action, strategy, indie, casual",Swords And Soldiers Hd,"action, strategy, indie, casual Swords and Soldiers HD"
63700,"action, casual, indie",Bit.Trip Beat,"action, casual, indie BIT.TRIP BEAT"
63710,"action, indie",Bit.Trip Runner,"action, indie BIT.TRIP RUNNER"
64000,strategy,Men Of War: Assault Squad,strategy Men of War: Assault Squad
65300,"action, indie",Dustforce Dx,"action, indie Dustforce DX"
65560,action,Painkiller Redemption,action Painkiller Redemption
65740,"action, strategy",Carrier Command: Gaea Mission,"action, strategy Carrier Command: Gaea Mission"
65780,"action, strategy, simulation",Arma: Gold Edition,"action, strategy, simulation ARMA: Gold Edition"
65790,"action, simulation, strategy",Arma: Cold War Assault,"action, simulation, strategy ARMA: Cold War Assault"
65800,"action, indie, rpg, strategy",Dungeon Defenders,"action, indie, rpg, strategy Dungeon Defenders"
65930,action,The Bureau: Xcom Declassified,action The Bureau: XCOM Declassified
65980,strategy,Sid Meier'S Civilization®: Beyond Earth™,strategy Sid Meier's Civilization®: Beyond Earth™
67370,action,The Darkness Ii,action The Darkness II
70000,"action, indie",Dino D-Day,"action, indie Dino D-Day"
70100,simulation,Hacker Evolution,simulation Hacker Evolution
70300,"action, indie",Vvvvvv,"action, indie VVVVVV"
70400,"rpg, indie",Recettear: An Item Shop'S Tale,"rpg, indie Recettear: An Item Shop's Tale"
70600,strategy,Worms Ultimate Mayhem,strategy Worms Ultimate Mayhem
70650,"casual, strategy",Worms Blast,"casual, strategy Worms Blast"
71000,"action, indie, simulation",Evochron Mercenary,"action, indie, simulation Evochron Mercenary"
71165,action,Streets Of Rage 2,action Streets of Rage 2
71230,"action, racing",Crazy Taxi,"action, racing Crazy Taxi"
71340,action,Sonic Generations Collection,action Sonic Generations Collection
72000,indie,Closure,indie Closure
72730,"action, rpg",Fallout New Vegas: Dead Money,"action, rpg Fallout New Vegas: Dead Money"
72750,"action, rpg",Fallout New Vegas: Old World Blues,"action, rpg Fallout New Vegas: Old World Blues"
72760,"action, rpg",Fallout New Vegas®: Lonesome Road™,"action, rpg Fallout New Vegas®: Lonesome Road™"
73020,strategy,Majesty 2 Collection,strategy Majesty 2 Collection
73170,strategy,Darkest Hour: A Hearts Of Iron Game,strategy Darkest Hour: A Hearts of Iron Game
73220,strategy,Supreme Ruler: Cold War,strategy Supreme Ruler: Cold War
80310,"adventure, indie",Gemini Rue,"adventure, indie Gemini Rue"
91330,"action, simulation, strategy",Iron Front: Digital War Edition,"action, simulation, strategy Iron Front: Digital War Edition"
91600,"action, casual, indie, strategy",Sanctum,"action, casual, indie, strategy Sanctum"
91700,"action, indie, rpg",E.Y.E: Divine Cybermancy,"action, indie, rpg E.Y.E: Divine Cybermancy"
91800,"casual, indie",Cloning Clyde,"casual, indie Cloning Clyde"
91900,"action, racing",Post Apocalyptic Mayhem,"action, racing Post Apocalyptic Mayhem"
92000,"action, adventure, indie, strategy",Hydrophobia: Prophecy,"action, adventure, indie, strategy Hydrophobia: Prophecy"
92100,"indie, strategy",Detour,"indie, strategy DETOUR"
92300,"action, indie",A.R.E.S.: Extinction Agenda,"action, indie A.R.E.S.: Extinction Agenda"
92800,"indie, simulation",Spacechem,"indie, simulation SpaceChem"
93200,"action, indie, strategy",Revenge Of The Titans,"action, indie, strategy Revenge of the Titans"
94000,"indie, casual",Dinner Date,"indie, casual Dinner Date"
94200,"action, indie",Jamestown,"action, indie Jamestown"
94300,"adventure, casual, indie",The Dream Machine: Chapter 1 &Amp; 2,"adventure, casual, indie The Dream Machine: Chapter 1 &amp; 2"
94400,"action, indie, sports",Nidhogg,"action, indie, sports Nidhogg"
95300,"action, indie",Capsized,"action, indie Capsized"
95400,"action, adventure, indie",Ibb &Amp; Obb,"action, adventure, indie ibb &amp; obb"
96000,"adventure, casual, indie",The Tiny Bang Story,"adventure, casual, indie The Tiny Bang Story"
96100,"action, casual, indie",Defy Gravity Extended,"action, casual, indie Defy Gravity Extended"
96800,action,Nexuiz,action Nexuiz
97000,"indie, casual",Solar 2,"indie, casual Solar 2"
97100,action,Section 8®: Prejudice™,action Section 8®: Prejudice™
98200,"indie, strategy",Frozen Synapse,"indie, strategy Frozen Synapse"
98300,"action, casual, simulation, strategy",Toy Soldiers,"action, casual, simulation, strategy Toy Soldiers"
98400,"action, indie",Hard Reset Extended Edition,"action, indie Hard Reset Extended Edition"
98500,"action, indie",Naval Warfare,"action, indie Naval Warfare"
98600,"action, casual, indie, simulation, strategy",Demolition Inc.,"action, casual, indie, simulation, strategy Demolition Inc."
98800,"casual, indie, rpg",Dungeons Of Dredmor,"casual, indie, rpg Dungeons of Dredmor"
99300,action,Renegade Ops,action Renegade Ops
99700,"casual, indie, strategy",Nightsky,"casual, indie, strategy NightSky"
99900,"action, adventure, free to play, indie, massively multiplayer, rpg",Spiral Knights,"action, adventure, free to play, indie, massively multiplayer, rpg Spiral Knights"
99910,"adventure, casual, free to play, massively multiplayer, strategy",Puzzle Pirates,"adventure, casual, free to play, massively multiplayer, strategy Puzzle Pirates"
102500,"action, rpg",Kingdoms Of Amalur: Reckoning™,"action, rpg Kingdoms of Amalur: Reckoning™"
102600,"action, indie, strategy",Orcs Must Die!,"action, indie, strategy Orcs Must Die!"
102700,"action, free to play",A.V.A. Alliance Of Valiant Arms™,"action, free to play A.V.A. Alliance of Valiant Arms™"
102840,"action, adventure, indie",Shank 2,"action, adventure, indie Shank 2"
104000,"indie, strategy",Ibomber Defense,"indie, strategy iBomber Defense"
104200,"adventure, indie",Beep,"adventure, indie BEEP"
104700,"free to play, action, strategy, indie, sports",Super Mnc,"free to play, action, strategy, indie, sports Super MNC"
104900,"action, adventure, indie, rpg",Orion: Prelude,"action, adventure, indie, rpg ORION: Prelude"
105300,"casual, indie",Critical Mass,"casual, indie Critical Mass"
105420,"action, indie",Ms. Splosion Man,"action, indie Ms. Splosion Man"
105450,"simulation, strategy",Age Of Empires® Iii: Complete Collection,"simulation, strategy Age of Empires® III: Complete Collection"
105600,"action, adventure, indie, rpg",Terraria,"action, adventure, indie, rpg Terraria"
107100,"action, indie, rpg",Bastion,"action, indie, rpg Bastion"
107200,"action, indie, rpg, strategy",Space Pirates And Zombies,"action, indie, rpg, strategy Space Pirates and Zombies"
107310,"indie, rpg",Cthulhu Saves The World,"indie, rpg Cthulhu Saves the World"
107410,"action, simulation, strategy",Arma 3,"action, simulation, strategy Arma 3"
107800,"action, indie, casual",Rochard,"action, indie, casual Rochard"
108200,"casual, indie, strategy",Ticket To Ride,"casual, indie, strategy Ticket to Ride"
108600,"indie, rpg, simulation, early access",Project Zomboid,"indie, rpg, simulation, early access Project Zomboid"
108710,"action, adventure",Alan Wake,"action, adventure Alan Wake"
108800,action,Crysis 2 - Maximum Edition,action Crysis 2 - Maximum Edition
109600,"action, adventure, free to play, massively multiplayer, rpg",Neverwinter,"action, adventure, free to play, massively multiplayer, rpg Neverwinter"
110800,"adventure, strategy",L.A. Noire,"adventure, strategy L.A. Noire"
111600,"action, indie",Serious Sam Double D Xxl,"action, indie Serious Sam Double D XXL"
111800,"casual, indie",Blocks That Matter,"casual, indie Blocks That Matter"
113020,"action, adventure, casual, indie, strategy",Monaco: What'S Yours Is Mine,"action, adventure, casual, indie, strategy Monaco: What's Yours Is Mine"
113200,"action, adventure, indie, rpg",The Binding Of Isaac,"action, adventure, indie, rpg The Binding of Isaac"
113204,"action, adventure, rpg, indie",Binding Of Isaac: Wrath Of The Lamb,"action, adventure, rpg, indie Binding of Isaac: Wrath of the Lamb"
113400,"action, free to play, massively multiplayer",Apb Reloaded,"action, free to play, massively multiplayer APB Reloaded"
113420,"free to play, massively multiplayer, rpg",Fallen Earth Free2Play,"free to play, massively multiplayer, rpg Fallen Earth Free2Play"
115100,"adventure, casual, rpg",Costume Quest,"adventure, casual, rpg Costume Quest"
115320,"action, adventure",Prototype 2,"action, adventure Prototype 2"
200010,"casual, strategy",Quantum Conundrum,"casual, strategy Quantum Conundrum"
200050,strategy,Naval War: Arctic Circle,strategy Naval War: Arctic Circle
200150,"casual, strategy",Battle Chess: Game Of Kings™,"casual, strategy Battle Chess: Game of Kings™"
200170,strategy,Worms Revolution,strategy Worms Revolution
200210,"action, free to play, indie, massively multiplayer, rpg",Realm Of The Mad God,"action, free to play, indie, massively multiplayer, rpg Realm of the Mad God"
200230,"racing, simulation",Off-Road Drive,"racing, simulation Off-Road Drive"
200260,"action, adventure",Batman: Arkham City - Game Of The Year Edition,"action, adventure Batman: Arkham City - Game of the Year Edition"
200510,strategy,Xcom: Enemy Unknown,strategy XCOM: Enemy Unknown
200710,"action, adventure, indie, rpg",Torchlight Ii,"action, adventure, indie, rpg Torchlight II"
200910,"indie, rpg",Before The Echo,"indie, rpg Before the Echo"
201210,"free to play, rpg, strategy",Pox Nora,"free to play, rpg, strategy Pox Nora"
201230,"free to play, massively multiplayer, rpg",Everquest® Ii Free-To-Play. Your Way.™,"free to play, massively multiplayer, rpg EverQuest® II Free-To-Play. Your Way.™"
201310,"action, simulation",X3: Albion Prelude,"action, simulation X3: Albion Prelude"
201420,"adventure, casual, indie",Toki Tori 2+,"adventure, casual, indie Toki Tori 2+"
201570,"action, indie",Really Big Sky,"action, indie Really Big Sky"
201790,"action, indie, strategy",Orcs Must Die! 2,"action, indie, strategy Orcs Must Die! 2"
201810,action,Wolfenstein: The New Order,action Wolfenstein: The New Order
202130,strategy,Impire,strategy Impire
202170,"action, adventure",Sleeping Dogs,"action, adventure Sleeping Dogs"
202200,strategy,Galactic Civilizations® Ii: Ultimate Edition,strategy Galactic Civilizations® II: Ultimate Edition
202310,racing,Ridge Racer™ Unbounded,racing Ridge Racer™ Unbounded
202750,"action, adventure",Alan Wake'S American Nightmare,"action, adventure Alan Wake's American Nightmare"
202970,action,Call Of Duty®: Black Ops Ii,action Call of Duty®: Black Ops II
203140,action,Hitman: Absolution™,action Hitman: Absolution™
203160,"action, adventure",Tomb Raider,"action, adventure Tomb Raider"
203210,"action, casual, indie",Titan Attacks!,"action, casual, indie Titan Attacks!"
203630,strategy,Warlock - Master Of The Arcane,strategy Warlock - Master of the Arcane
203650,adventure,Sonic The Hedgehog 4 - Episode Ii,adventure Sonic the Hedgehog 4 - Episode II
203750,action,Binary Domain,action Binary Domain
203770,"rpg, simulation, strategy",Crusader Kings Ii,"rpg, simulation, strategy Crusader Kings II"
203830,"adventure, indie",The Dark Eye: Chains Of Satinav,"adventure, indie The Dark Eye: Chains of Satinav"
204030,"action, adventure, rpg",Fable - The Lost Chapters,"action, adventure, rpg Fable - The Lost Chapters"
204060,"adventure, indie",Superbrothers: Sword &Amp; Sworcery Ep,"adventure, indie Superbrothers: Sword &amp; Sworcery EP"
204080,action,The Showdown Effect,action The Showdown Effect
204100,action,Max Payne 3,action Max Payne 3
204180,"adventure, indie, strategy",Waveform,"adventure, indie, strategy Waveform"
204240,"casual, indie, strategy",The Bridge,"casual, indie, strategy The Bridge"
204300,"action, free to play, indie, strategy",Awesomenauts - The 2D Moba,"action, free to play, indie, strategy Awesomenauts - the 2D moba"
204340,"action, indie",Serious Sam 2,"action, indie Serious Sam 2"
204360,"action, adventure, casual, indie, rpg",Castle Crashers®,"action, adventure, casual, indie, rpg Castle Crashers®"
204371,"action, adventure, casual, indie, rpg",Castle Crashers - Pink Knight Pack,"action, adventure, casual, indie, rpg Castle Crashers - Pink Knight Pack"
204372,"action, adventure, casual, indie, rpg",Castle Crashers - Blacksmith Pack,"action, adventure, casual, indie, rpg Castle Crashers - Blacksmith Pack"
204450,action,Call Of Juarez® Gunslinger,action Call of Juarez® Gunslinger
204530,"action, indie, strategy",Infested Planet,"action, indie, strategy Infested Planet"
204630,"action, adventure, indie, racing",Retro City Rampage™ Dx,"action, adventure, indie, racing Retro City Rampage™ DX"
204880,"indie, strategy",Sins Of A Solar Empire®: Rebellion,"indie, strategy Sins of a Solar Empire®: Rebellion"
205100,"action, adventure",Dishonored,"action, adventure Dishonored"
205610,"action, simulation, strategy",Port Royale 3,"action, simulation, strategy Port Royale 3"
205650,adventure,The Testament Of Sherlock Holmes,adventure The Testament of Sherlock Holmes
205710,"free to play, massively multiplayer, rpg",Everquest ®,"free to play, massively multiplayer, rpg Everquest ®"
205890,"adventure, free to play, strategy",Chronicle: Runescape Legends,"adventure, free to play, strategy Chronicle: RuneScape Legends"
205910,indie,Tiny And Big: Grandpa'S Leftovers,indie Tiny and Big: Grandpa's Leftovers
205950,action,Jet Set Radio,action Jet Set Radio
205990,strategy,Warlock 2: The Exiled,strategy Warlock 2: The Exiled
206190,"action, indie, strategy",Gunpoint,"action, indie, strategy Gunpoint"
206210,"action, free to play",Gotham City Impostors Free To Play,"action, free to play Gotham City Impostors Free to Play"
